Resource utilization
Resource,Utilization %
Role 1,0
SYSTEM,0
Role 4,0
Role 76,0
Role 6,0
Role 3,0
Role 2,0
Role 5,0

Individual task statistics
Name,Avg duration,Min duration,Max duration,Total duration,Avg waiting time,Min waiting time,Max waiting time,Total waiting time,Avg idle time,Min idle time,Max idle time,Total idle time,Avg cost,Min cost,Max cost,Total cost,Avg cost over thresh,Min cost over thresh,Max cost over thresh,Total cost over thresh,Avg duration over thresh,Min duration over thresh,Max duration over thresh,Total duration over thresh,Count,
Amend Purchase Requisition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124
Amend Request for Quotation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107
Analyze Purchase Requisition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224
Analyze Quotation Comparison Map,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Analyze Request for Quotation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207
Approve Purchase Order for payment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Authorize Supplier's Invoice payment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Choose best option,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Create Purchase Order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Create Purchase Requisition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Create Quotation comparison Map,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Create Request for Quotation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Deliver Goods Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
EVENT 1 START,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
EVENT 2 END,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
End,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
GATEWAY 25 XOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207
GATEWAY 26 XOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207
GATEWAY 27 XOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
GATEWAY 28 XOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
GATEWAY 29 XOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224
GATEWAY 30 XOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224
Pay Invoice,590.8257360363007,256.4982440471649,896.4713344573975,59082.573603630066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.10295650025209,1.7812378058830898,6.2254953781763716,410.295650025209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Release Purchase Order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Release Supplier's Invoice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Send Invoice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Send Request for Quotation to Supplier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Settle Conditions With Supplier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
Settle Dispute With Supplier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
Start,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100

Scenario statistics
KPI,Min,Average,Max
Process Cycle Time (s),256.4982440471649,590.8257360363007,896.4713344573975
Process Cycle Time excluding out of timetable hours (s),256.4982440471649,590.8257360363007,896.4713344573975
Process Waiting Time (s),0.0,0.0,0.0
Accumulated Process Duration (s),256.4982440471649,590.8257360363007,896.4713344573975
Cost,1.7812378058830898,4.10295650025209,6.2254953781763716


Process Cycle Time (s) distribution
From,To,Count
256,319,8
320,383,9
384,447,13
448,511,10
512,575,9
576,639,5
640,703,12
704,767,14
768,831,10
832,895,10

Process Waiting Time (s) distribution
From,To,Count
0,-1,100
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0
0,-1,0

Accumulated Process Duration (s) distribution
From,To,Count
256,319,8
320,383,9
384,447,13
448,511,10
512,575,9
576,639,5
640,703,12
704,767,14
768,831,10
832,895,10

Process Cost distribution
From,To,Count
1,1,18
2,2,27
3,3,18
4,4,24
5,5,13
6,6,0
7,7,0
8,8,0
9,9,0
10,10,0

In-timetable Cycle time (s) distribution
From,To,Count
256,319,8
320,383,9
384,447,13
448,511,10
512,575,9
576,639,5
640,703,12
704,767,14
768,831,10
832,895,10



Details
Instance #,Cycle time (s),Cycle time in time table only (s),Waiting time (s),Cost
1,364.6414432525635,364.6414432525635,0.0,2.5322322448094687
2,283.67607498168945,283.67607498168945,0.0,1.969972742928399
3,665.4036164283752,665.4036164283752,0.0,4.620858447419272
4,680.0149719715118,680.0149719715118,0.0,4.72232619424661
5,768.6088197231293,768.6088197231293,0.0,5.337561248077287
6,256.4982440471649,256.4982440471649,0.0,1.7812378058830898
7,292.70264506340027,292.70264506340027,0.0,2.032657257384724
8,382.3504376411438,382.3504376411438,0.0,2.655211372507943
9,691.753720998764,691.753720998764,0.0,4.803845284713639
10,361.6322922706604,361.6322922706604,0.0,2.5113353629906974
11,534.5878872871399,534.5878872871399,0.0,3.7124158839384713
12,746.048864364624,746.048864364624,0.0,5.1808948914210005
13,324.43192982673645,324.43192982673645,0.0,2.25299951268567
14,336.21643590927124,336.21643590927124,0.0,2.3348363604810505
15,535.5367767810822,535.5367767810822,0.0,3.7190053943130703
16,841.4010756015778,841.4010756015778,0.0,5.843063025010957
17,783.7470459938049,783.7470459938049,0.0,5.442687819401423
18,688.7741966247559,688.7741966247559,0.0,4.783154143227471
19,715.4408736228943,715.4408736228943,0.0,4.968339400158988
20,761.0321547985077,761.0321547985077,0.0,5.284945519434081
21,438.2935748100281,438.2935748100281,0.0,3.043705380625195
22,807.5024528503418,807.5024528503418,0.0,5.607655922571818
23,677.0868699550629,677.0868699550629,0.0,4.7019921524657144
24,646.0992875099182,646.0992875099182,0.0,4.486800607707766
25,658.843019247055,658.843019247055,0.0,4.5752987447712155
26,409.1498703956604,409.1498703956604,0.0,2.8413185444143085
27,409.88772916793823,409.88772916793823,0.0,2.846442563666238
28,302.16845893859863,302.16845893859863,0.0,2.0983920759624906
29,768.0762715339661,768.0762715339661,0.0,5.333862996763653
30,429.18295764923096,429.18295764923096,0.0,2.980437205897437
31,498.5207152366638,498.5207152366638,0.0,3.4619494113657208
32,270.92076301574707,270.92076301574707,0.0,1.8813941876093547
33,811.661260843277,811.661260843277,0.0,5.636536533633868
34,435.57050943374634,435.57050943374634,0.0,3.0247952044010162
35,537.4013278484344,537.4013278484344,0.0,3.731953665614128
36,512.8527529239655,512.8527529239655,0.0,3.5614774508608713
37,598.2673273086548,598.2673273086548,0.0,4.154634217421214
38,887.7736992835999,887.7736992835999,0.0,6.165095133913888
39,602.6882750988007,602.6882750988007,0.0,4.1853352437416715
40,439.31888794898987,439.31888794898987,0.0,3.050825610756874
41,470.8215911388397,470.8215911388397,0.0,3.2695943829086094
42,843.8086240291595,843.8086240291595,0.0,5.859782111313608
43,509.89577627182007,509.89577627182007,0.0,3.5409428907765284
44,841.6523151397705,841.6523151397705,0.0,5.844807744026184
45,347.49102687835693,347.49102687835693,0.0,2.413132131099701
46,735.2701799869537,735.2701799869537,0.0,5.106042916576068
47,877.6577458381653,877.6577458381653,0.0,6.094845457209481
48,671.1804988384247,671.1804988384247,0.0,4.660975686377949
49,844.0756638050079,844.0756638050079,0.0,5.861636554201444
50,467.02717757225037,467.02717757225037,0.0,3.243244288696183
51,409.76230812072754,409.76230812072754,0.0,2.845571584171719
52,452.0549535751343,452.0549535751343,0.0,3.1392705109384327
53,738.2050452232361,738.2050452232361,0.0,5.126423925161362
54,656.7398931980133,656.7398931980133,0.0,4.560693702763981
55,419.0242645740509,419.0242645740509,0.0,2.909890726208687
56,710.9904980659485,710.9904980659485,0.0,4.937434014346865
57,720.4120423793793,720.4120423793793,0.0,5.002861405412356
58,437.65188574790955,437.65188574790955,0.0,3.039249206582705
59,838.8198945522308,838.8198945522308,0.0,5.825138156612714
60,306.8950638771057,306.8950638771057,0.0,2.1312157213687897
61,671.3592977523804,671.3592977523804,0.0,4.662217345502642
62,831.9723646640778,831.9723646640778,0.0,5.777585865722762
63,515.2743098735809,515.2743098735809,0.0,3.578293818566534
64,781.4538061618805,781.4538061618805,0.0,5.426762542790836
65,851.68243932724,851.68243932724,0.0,5.914461384216945
66,552.1777241230011,552.1777241230011,0.0,3.8345675286319523
67,311.31574988365173,311.31574988365173,0.0,2.1619149297475815
68,309.82728600502014,309.82728600502014,0.0,2.151578375034862
69,484.4336094856262,484.4336094856262,0.0,3.3641222880946264
70,744.7220468521118,744.7220468521118,0.0,5.171680880917443
71,427.02866983413696,427.02866983413696,0.0,2.965476873848173
72,796.0194416046143,796.0194416046143,0.0,5.527912788920933
73,663.1325926780701,663.1325926780701,0.0,4.605087449153264
74,622.3696455955505,622.3696455955505,0.0,4.322011427746879
75,328.7789969444275,328.7789969444275,0.0,2.2831874787807465
76,466.9492495059967,466.9492495059967,0.0,3.2427031215694218
77,888.4116458892822,888.4116458892822,0.0,6.169525318675571
78,733.756109714508,733.756109714508,0.0,5.095528539684084
79,387.9468319416046,387.9468319416046,0.0,2.6940752218166986
80,834.6449501514435,834.6449501514435,0.0,5.796145487162802
81,740.3449709415436,740.3449709415436,0.0,5.141284520427386
82,334.88608717918396,334.88608717918396,0.0,2.325597827633222
83,531.1546204090118,531.1546204090118,0.0,3.68857375284036
84,334.95081663131714,334.95081663131714,0.0,2.32604733771748
85,520.5787587165833,520.5787587165833,0.0,3.6151302688651614
86,605.8672003746033,605.8672003746033,0.0,4.2074111137125225
87,426.6959698200226,426.6959698200226,0.0,2.9631664570834904
88,548.3561019897461,548.3561019897461,0.0,3.8080284860399036
89,557.9839332103729,557.9839332103729,0.0,3.8748884250720343
90,664.646942615509,664.646942615509,0.0,4.615603768163258
91,514.6083164215088,514.6083164215088,0.0,3.5736688640382557
92,715.8809401988983,715.8809401988983,0.0,4.971395418047905
93,896.4713344573975,896.4713344573975,0.0,6.2254953781763716
94,779.0625898838043,779.0625898838043,0.0,5.410156874193086
95,746.0657048225403,746.0657048225403,0.0,5.181011839045419
96,770.130357503891,770.130357503891,0.0,5.34812748266591
97,401.9697051048279,401.9697051048279,0.0,2.7914562854501934
98,878.9252398014069,878.9252398014069,0.0,6.103647498620881
99,876.5317804813385,876.5317804813385,0.0,6.0870262533426285
100,579.0034980773926,579.0034980773926,0.0,4.020857625537449
